1,1915,1051,2659,1672,747,14298,18433,3310,1874,704,357,4216,2837,493,445,2231,915,1851,97,1213,3226,2224,1299,931,1,1771,12228,5719,5221,2125,996
2801,1,1487,68516,11517,503,6701,3149,13247,2555,3049,3802,1265,1416,2955,1299,4477,6206,4476,8057,4084,5281,6587,6322,2530,13697,3692,1291,20245,4956,17560,7788
438,602,1,3728,3255,159,3966,929,3359,1241,119,1072,831,2311,470,139,584,196,9400,84,277,139,638,857,8490,254,860,5492,15531,900,1328,130
4591,33670,2573,1,18755,6366,22464,11753,22165,6313,2461,4826,2010,4441,11042,17529,10335,6221,7981,22433,11666,34848,11400,13999,4901,24050,11848,8060,37810,17725,38007,5364
3597,7987,1442,28288,1,1498,14017,8239,7783,2945,2385,5071,2754,1216,3454,3949,4253,5208,6803,3455,1780,6362,6336,3169,5956,2890,4701,1444,26930,9260,6686,3100
1054,1204,51,3870,1105,1,4563,2606,1513,237,86,79,233,597,1182,7630,819,106,69,149,4573,27361,1145,1410,172,642,3446,743,4044,2294,1062,328
12870,4542,3239,26888,15746,18291,1,35350,27622,11784,3538,2970,11330,4389,15173,20314,20852,6820,9774,3772,30105,63033,26708,22452,3190,3639,31712,13285,24197,31798,9045,7573
15589,2255,1900,16745,3497,5574,51020,1,6146,4151,1995,1110,2027,3082,5797,2577,5592,1042,2889,674,9055,10754,16957,6935,3297,909,4527,18283,22746,6992,3520,2627
1280,5818,1188,16518,3208,1911,13561,4106,1,16223,7727,2047,3289,2373,3011,3956,9210,4498,15055,1555,3488,8838,4544,6423,1041,1112,5261,7084,13412,4710,2855,13965
966,3009,1271,6811,4695,722,8650,4525,31556,1,311,918,9224,747,1192,1010,7972,1345,4404,1470,2482,1512,2589,14794,1316,1020,2764,5409,6321,2453,1192,3228
148,2021,410,4408,4856,23,1931,140,15699,1251,1,2274,393,360,1,514,1504,6286,4338,817,20,438,502,969,711,173,367,588,3400,298,1244,4333
476,1801,1507,5660,3808,322,3991,1072,2839,731,3704,1,739,1097,871,1424,825,835,27726,636,613,1656,1178,3377,7757,456,967,1159,7554,1368,1064,948
2055,1480,397,2052,1643,327,7426,3638,5108,11241,265,3016,1,722,1689,239,2912,434,2910,270,114,3283,3796,15246,1130,1044,1908,12498,6360,3673,1238,935
1462,276,1653,5743,2397,584,2878,5901,2205,458,100,1056,3041,1,516,630,1637,274,679,2065,629,2106,813,963,469,609,687,1561,23588,1330,884,407
647,2240,785,7924,1168,1890,11989,3676,1827,1048,322,573,745,1281,1,1753,1635,284,1253,120,6333,8372,6582,3098,831,916,12461,1670,7408,26522,1881,1731
483,1554,222,13901,1174,14224,9455,2988,3415,819,79,747,399,633,3439,1,2118,1578,1227,321,8026,19960,3170,1123,261,1013,6014,2139,4116,4260,2069,703
537,4028,755,11239,3337,1388,12601,1477,10193,12702,506,1825,2221,1254,1174,3536,1,1195,1926,1684,2313,6478,3767,13625,396,1265,4263,4017,7873,4095,3169,3613
976,2176,621,4915,2605,342,5720,727,8454,1388,4626,936,443,382,1330,819,2043,1,2483,848,231,3536,1934,1134,1111,974,1282,1220,4757,810,5889,15270
2378,2009,8166,8156,8782,361,7112,1919,20041,3462,4904,21037,2042,2063,682,497,2369,2160,1,1481,1628,3210,2432,2286,4602,546,1605,3153,10799,3228,2521,1546
397,6999,49,50707,3724,198,4018,1511,2938,850,508,412,846,657,474,1992,1157,1070,1130,1,2179,2770,903,1913,1304,3113,1559,837,5129,1616,6231,1151
147,1626,1,9613,1505,2187,13591,1817,972,312,163,248,112,353,2788,4754,960,353,336,204,1,64810,6359,4034,254,195,24132,431,6504,2011,1507,505
1395,3541,52,25255,4553,14420,24084,7994,5977,2007,2352,1262,986,2069,7775,13568,3743,1286,2335,1853,36401,1,9270,5284,1303,1414,19339,3144,14708,9302,1962,1935
3287,2622,1897,17536,5471,2702,37585,17020,6544,3506,1976,1815,3906,2454,8717,5822,5793,3342,2993,857,11947,25596,1,9431,2034,3066,12058,7476,18748,27843,6790,1920
1744,2432,583,8799,2216,2510,15037,5178,9797,14252,2395,803,16598,1463,2272,3415,15409,1405,3410,1460,3585,9067,5818,1,35,1737,16881,5467,8189,6695,2032,2778
541,3631,8526,8330,4039,1,5489,1590,3201,813,603,5393,214,2107,871,701,1395,1167,5861,1106,390,1221,819,932,1,1595,941,2210,31551,1352,1258,392
315,7736,436,43058,3292,157,3824,1203,2022,854,139,899,942,238,327,1425,2412,1693,681,5375,1143,2842,3570,1390,700,1,1107,303,5403,1628,21672,419
1202,3269,1486,11568,4822,3891,17029,4255,3659,2045,365,1065,921,986,20660,5651,3138,2019,979,409,43726,43048,7579,12317,1576,1451,1,2566,9760,10010,3059,1725
8547,2886,4841,9682,5410,1784,26724,17439,9857,4928,588,796,13720,2226,1470,3592,4814,375,5139,789,2231,5312,9388,6273,2130,2314,2504,1,12046,8172,3245,1492
5945,18628,14377,86164,21509,3762,37262,14235,19241,9704,6379,12049,3841,29108,13777,5528,8070,7291,21257,6215,5906,18925,17954,9600,24590,6457,9143,12229,1,18731,16855,5844
3426,4162,1002,21210,4557,3254,20272,7894,7025,2259,1388,1875,2431,2609,28366,5622,3135,1616,4988,1198,9605,17983,23916,6308,1778,497,13013,7963,14918,1,6404,1631
495,14252,953,55467,10122,1785,8084,5899,5382,1118,647,1318,475,1278,4526,4418,3607,2131,2837,4222,4488,7539,5432,3080,3423,31642,3105,2567,18425,5887,1,3381
572,2883,292,6642,3321,614,5593,2016,25155,2663,3072,1186,1661,518,579,1160,4737,19632,2670,1350,1098,1246,1853,3759,790,1550,1537,1330,3977,869,1938,1
