0 0.9817395137 A_0_0
1 0.9721785307 A_0_1
2 0.9601192447 A_0_2
3 0.9545658734 A_0_3
4 0.9507241048 A_0_4
5 0.9459134226 A_0_5
6 0.9398323704 A_0_6
7 0.9322651901 A_0_7
8 0.9236619721 A_0_8
9 0.9139656092 A_0_9
10 0.9024623873 A_0_10
11 0.8915460146 A_0_11
12 0.8838402321 A_0_12
13 0.8757046114 A_0_13
14 0.8658050376 A_0_14
15 0.8541033619 A_0_15
16 0.8427502615 A_0_16
17 0.8402667092 A_0_17
18 0.8448805629 A_0_18
19 0.8435501343 A_0_19
20 0.8298963592 A_0_20
21 0.8079383585 A_0_21
22 0.7541914145 A_0_22
23 0.6095958583 A_0_23
24 0.5310363153 A_0_24
25 0.6429485628 A_0_25
26 0.6726689176 A_0_26
27 0.639647558 A_0_27
28 0.5282220511 A_0_28
29 0.3989229029 A_0_29
30 0.3429700315 A_0_30
31 0.4533210611 A_0_31
32 0.4544539955 A_0_32
33 0.4144007321 A_0_33
34 0.4045885698 A_0_34
35 0.3607852252 A_0_35
36 0.3521545713 A_0_36
37 0.3561006954 A_0_37
38 0.3814499206 A_0_38
39 0.3938666075 A_0_39
40 0.4106926152 A_0_40
41 0.3912763333 A_0_41
42 0.3729654107 A_0_42
43 0.3634616044 A_0_43
44 0.3692663506 A_0_44
45 0.3766955244 A_0_45
46 0.3949778532 A_0_46
47 0.3541842647 A_0_47
48 0.3292761546 A_0_48
49 0.3233040715 A_0_49
50 0.35636352 A_0_50
51 0.37247214 A_0_51
52 0.3866631354 A_0_52
53 0.3926839377 A_0_53
54 0.403147406 A_0_54
55 0.3821235135 A_0_55
56 0.4066319892 A_0_56
57 0.3890977708 A_0_57
58 0.3669298059 A_0_58
59 0.374063815 A_0_59
60 0.3739651447 A_0_60
61 0.3927706487 A_0_61
62 0.3637764989 A_0_62
63 0.3579909892 A_0_63
64 0.9713555544 A_1_0
65 0.9481387114 A_1_1
66 0.9434556434 A_1_2
67 0.9454587664 A_1_3
68 0.9452807695 A_1_4
69 0.9352141892 A_1_5
70 0.9253149399 A_1_6
71 0.9109580556 A_1_7
72 0.9004613674 A_1_8
73 0.8961020412 A_1_9
74 0.8954688326 A_1_10
75 0.8874863236 A_1_11
76 0.8815094811 A_1_12
77 0.868528427 A_1_13
78 0.8500019507 A_1_14
79 0.8303260701 A_1_15
80 0.820061851 A_1_16
81 0.8282141072 A_1_17
82 0.8286754869 A_1_18
83 0.8201756415 A_1_19
84 0.8029321256 A_1_20
85 0.7776392913 A_1_21
86 0.6329573614 A_1_22
87 0.4277705024 A_1_23
88 0.368181358 A_1_24
89 0.412101041 A_1_25
90 0.5543810908 A_1_26
91 0.5358656481 A_1_27
92 0.4245670073 A_1_28
93 0.323202427 A_1_29
94 0.2968271097 A_1_30
95 0.3278378073 A_1_31
96 0.3749125197 A_1_32
97 0.3551412166 A_1_33
98 0.3729693704 A_1_34
99 0.3630240886 A_1_35
100 0.3640746177 A_1_36
101 0.3628676342 A_1_37
102 0.3441406807 A_1_38
103 0.337648489 A_1_39
104 0.3504201015 A_1_40
105 0.3494531039 A_1_41
106 0.334917203 A_1_42
107 0.3409805752 A_1_43
108 0.338742492 A_1_44
109 0.3290158692 A_1_45
110 0.4113408218 A_1_46
111 0.3616200211 A_1_47
112 0.3258090382 A_1_48
113 0.2985017496 A_1_49
114 0.2989124263 A_1_50
115 0.3075787338 A_1_51
116 0.3079950401 A_1_52
117 0.3055337452 A_1_53
118 0.3202601895 A_1_54
119 0.3279680396 A_1_55
120 0.2760932466 A_1_56
121 0.249365636 A_1_57
122 0.2708106732 A_1_58
123 0.2971164177 A_1_59
124 0.297916236 A_1_60
125 0.3056928978 A_1_61
126 0.3257304523 A_1_62
127 0.3234014497 A_1_63
128 0.9610975782 A_2_0
129 0.9197081464 A_2_1
130 0.9173615036 A_2_2
131 0.934772294 A_2_3
