0 572.0 A_0_0
1 495.0 A_0_1
2 3426.0 A_0_2
3 5945.0 A_0_3
4 8547.0 A_0_4
5 1202.0 A_0_5
6 315.0 A_0_6
7 541.0 A_0_7
8 1744.0 A_0_8
9 3287.0 A_0_9
10 1395.0 A_0_10
11 147.0 A_0_11
12 397.0 A_0_12
13 2378.0 A_0_13
14 976.0 A_0_14
15 537.0 A_0_15
16 483.0 A_0_16
17 647.0 A_0_17
18 1462.0 A_0_18
19 2055.0 A_0_19
20 476.0 A_0_20
21 148.0 A_0_21
22 966.0 A_0_22
23 1280.0 A_0_23
24 15589.0 A_0_24
25 12870.0 A_0_25
26 1054.0 A_0_26
27 3597.0 A_0_27
28 4591.0 A_0_28
29 438.0 A_0_29
30 2801.0 A_0_30
31 1.0 A_0_31
32 2883.0 A_1_0
33 14252.0 A_1_1
34 4162.0 A_1_2
35 18628.0 A_1_3
36 2886.0 A_1_4
37 3269.0 A_1_5
38 7736.0 A_1_6
39 3631.0 A_1_7
40 2432.0 A_1_8
41 2622.0 A_1_9
42 3541.0 A_1_10
43 1626.0 A_1_11
44 6999.0 A_1_12
45 2009.0 A_1_13
46 2176.0 A_1_14
47 4028.0 A_1_15
48 1554.0 A_1_16
49 2240.0 A_1_17
50 276.0 A_1_18
51 1480.0 A_1_19
52 1801.0 A_1_20
53 2021.0 A_1_21
54 3009.0 A_1_22
55 5818.0 A_1_23
56 2255.0 A_1_24
57 4542.0 A_1_25
58 1204.0 A_1_26
59 7987.0 A_1_27
60 33670.0 A_1_28
61 602.0 A_1_29
62 1.0 A_1_30
63 1915.0 A_1_31
64 292.0 A_2_0
65 953.0 A_2_1
66 1002.0 A_2_2
67 14377.0 A_2_3
68 4841.0 A_2_4
69 1486.0 A_2_5
70 436.0 A_2_6
71 8526.0 A_2_7
72 583.0 A_2_8
73 1897.0 A_2_9
74 52.0 A_2_10
75 1.0 A_2_11
76 49.0 A_2_12
77 8166.0 A_2_13
78 621.0 A_2_14
79 755.0 A_2_15
80 222.0 A_2_16
81 785.0 A_2_17
82 1653.0 A_2_18
83 397.0 A_2_19
84 1507.0 A_2_20
85 410.0 A_2_21
86 1271.0 A_2_22
87 1188.0 A_2_23
88 1900.0 A_2_24
89 3239.0 A_2_25
90 51.0 A_2_26
91 1442.0 A_2_27
92 2573.0 A_2_28
93 1.0 A_2_29
94 1487.0 A_2_30
95 1051.0 A_2_31
96 6642.0 A_3_0
97 55467.0 A_3_1
98 21210.0 A_3_2
99 86164.0 A_3_3
100 9682.0 A_3_4
101 11568.0 A_3_5
102 43058.0 A_3_6
103 8330.0 A_3_7
104 8799.0 A_3_8
105 17536.0 A_3_9
106 25255.0 A_3_10
107 9613.0 A_3_11
108 50707.0 A_3_12
109 8156.0 A_3_13
110 4915.0 A_3_14
111 11239.0 A_3_15
112 13901.0 A_3_16
113 7924.0 A_3_17
114 5743.0 A_3_18
115 2052.0 A_3_19
116 5660.0 A_3_20
117 4408.0 A_3_21
118 6811.0 A_3_22
119 16518.0 A_3_23
120 16745.0 A_3_24
121 26888.0 A_3_25
122 3870.0 A_3_26
123 28288.0 A_3_27
124 1.0 A_3_28
125 3728.0 A_3_29
126 68516.0 A_3_30
127 2659.0 A_3_31
128 3321.0 A_4_0
129 10122.0 A_4_1
130 4557.0 A_4_2
131 21509.0 A_4_3
132 5410.0 A_4_4
133 4822.0 A_4_5
134 3292.0 A_4_6
135 4039.0 A_4_7
136 2216.0 A_4_8
137 5471.0 A_4_9
138 4553.0 A_4_10
139 1505.0 A_4_11
140 3724.0 A_4_12
141 8782.0 A_4_13
142 2605.0 A_4_14
143 3337.0 A_4_15
144 1174.0 A_4_16
145 1168.0 A_4_17
146 2397.0 A_4_18
147 1643.0 A_4_19
148 3808.0 A_4_20
149 4856.0 A_4_21
150 4695.0 A_4_22
151 3208.0 A_4_23
152 3497.0 A_4_24
153 15746.0 A_4_25
154 1105.0 A_4_26
155 1.0 A_4_27
156 18755.0 A_4_28
157 3255.0 A_4_29
158 11517.0 A_4_30
159 1672.0 A_4_31
160 614.0 A_5_0
