0 1.8289533522 A_0_0
1 1.8289533522 A_0_1
2 1.8289533522 A_0_2
3 1.8289533522 A_0_3
4 1.8289533522 A_0_4
5 1.8289533522 A_0_5
6 1.8289533522 A_0_6
7 1.8289533522 A_0_7
8 1.8289533522 A_0_8
9 1.8289533522 A_0_9
10 1.8289533522 A_0_10
11 1.8289533522 A_0_11
12 1.8289533522 A_0_12
13 1.8289533522 A_0_13
14 1.8289533522 A_0_14
15 1.8289533522 A_0_15
16 1.8289533522 A_0_16
17 1.8289533522 A_0_17
18 1.8289533522 A_0_18
19 1.756166965 A_0_19
20 0.967834328 A_0_20
21 0.9472968489 A_0_21
22 0.960180554 A_0_22
23 1.0767120208 A_0_23
24 0.7365488262 A_0_24
25 0.9672015304 A_0_25
26 0.9558920652 A_0_26
27 1.0041399196 A_0_27
28 0.9904807661 A_0_28
29 1.0196299081 A_0_29
30 0.994964361 A_0_30
31 0.9391730679 A_0_31
32 0.9601319749 A_0_32
33 0.9998584474 A_0_33
34 0.6959004542 A_0_34
35 1.1101049835 A_0_35
36 1.0781336641 A_0_36
37 0.9992460451 A_0_37
38 0.9472968746 A_0_38
39 0.9523522665 A_0_39
40 1.0591802809 A_0_40
41 1.1912329678 A_0_41
42 0.9804098753 A_0_42
43 0.9658345742 A_0_43
44 1.0412961781 A_0_44
45 1.1225689537 A_0_45
46 1.1471452026 A_0_46
47 1.0189417965 A_0_47
48 1.134703745 A_0_48
49 1.1072770739 A_0_49
50 1.0404549549 A_0_50
51 1.1349760897 A_0_51
52 1.1010404929 A_0_52
53 0.9913211142 A_0_53
54 0.9093676523 A_0_54
55 0.9615009003 A_0_55
56 0.9792491963 A_0_56
57 0.9778973904 A_0_57
58 0.9869463654 A_0_58
59 1.0089940951 A_0_59
60 1.0435393095 A_0_60
61 1.0511210509 A_0_61
62 1.1512680294 A_0_62
63 1.2808679121 A_0_63
64 1.8289533522 A_1_0
65 1.8289533522 A_1_1
66 1.8289533522 A_1_2
67 1.8289533522 A_1_3
68 1.8289533522 A_1_4
69 1.8289533522 A_1_5
70 1.8289533522 A_1_6
71 1.8289533522 A_1_7
72 1.8289533522 A_1_8
73 1.8289533522 A_1_9
74 1.8289533522 A_1_10
75 1.8289533522 A_1_11
76 1.8289533522 A_1_12
77 1.8289533522 A_1_13
78 1.8289533522 A_1_14
79 1.8289533522 A_1_15
80 1.8289533522 A_1_16
81 1.8289533522 A_1_17
82 1.8289533522 A_1_18
83 1.6191688965 A_1_19
84 0.9472968361 A_1_20
85 0.9571704414 A_1_21
86 0.9536595941 A_1_22
87 1.1201522844 A_1_23
88 0.8655412346 A_1_24
89 1.0295333168 A_1_25
90 0.9477786697 A_1_26
91 1.000221721 A_1_27
92 1.0817982723 A_1_28
93 1.0331402898 A_1_29
94 0.9957778815 A_1_30
95 0.9924783055 A_1_31
96 0.9950695778 A_1_32
97 0.9632113774 A_1_33
98 1.1178223987 A_1_34
99 1.0283489042 A_1_35
100 1.0374283282 A_1_36
101 0.9672229949 A_1_37
102 0.9695149062 A_1_38
103 0.9522961812 A_1_39
104 1.0012782802 A_1_40
105 1.2796814612 A_1_41
106 0.9579968372 A_1_42
107 0.9674830897 A_1_43
108 1.0515851339 A_1_44
109 1.1856258451 A_1_45
110 1.126747718 A_1_46
111 1.0324983172 A_1_47
112 1.0101610837 A_1_48
113 1.0317024199 A_1_49
114 1.0131104668 A_1_50
115 1.0246965926 A_1_51
116 0.9159861477 A_1_52
117 0.8534009457 A_1_53
118 0.902877064 A_1_54
119 0.9113237421 A_1_55
120 0.9683162368 A_1_56
121 0.9786826641 A_1_57
122 0.9996347225 A_1_58
123 1.0749567338 A_1_59
124 1.100964852 A_1_60
125 1.0477548016 A_1_61
126 1.1771094209 A_1_62
127 1.2336254106 A_1_63
128 1.8289533522 A_2_0
129 1.8289533522 A_2_1
130 1.8289533522 A_2_2
131 1.8289533522 A_2_3
132 1.8289533522 A_2_4
133 1.8289533522 A_2_5
134 1.8289533522 A_2_6
135 1.8289533522 A_2_7
136 1.8289533522 A_2_8
137 1.8289533522 A_2_9
138 1.8289533522 A_2_10
139 1.8289533522 A_2_11
140 1.8289533522 A_2_12
141 1.8289533522 A_2_13
142 1.8289533522 A_2_14
143 1.8289533522 A_2_15
144 1.8289533522 A_2_16
145 1.8289533522 A_2_17
146 1.8289533522 A_2_18
147 1.269028228 A_2_19
148 0.9574539279 A_2_20
149 1.0605163861 A_2_21
150 1.1368507942 A_2_22
151 1.3003291589 A_2_23
152 1.2600943254 A_2_24
153 0.9971720848 A_2_25
154 0.9558819697 A_2_26
155 0.9694120502 A_2_27
156 0.9756213472 A_2_28
157 1.0622037311 A_2_29
158 1.0383854523 A_2_30
159 0.9724157221 A_2_31
160 0.9628078757 A_2_32
161 1.0801365718 A_2_33
162 0.9954215147 A_2_34
163 0.9935046126 A_2_35
164 1.194108092 A_2_36
165 0.9694657235 A_2_37
166 0.9520258255 A_2_38
167 0.9645245165 A_2_39
168 1.0078911068 A_2_40
169 1.2554188914 A_2_41
170 1.0024424919 A_2_42
171 0.9759990728 A_2_43
172 1.1202389426 A_2_44
173 1.1508115705 A_2_45
174 1.093280467 A_2_46
175 1.016561215 A_2_47
176 0.9844744989 A_2_48
177 1.0055776585 A_2_49
178 1.0545388384 A_2_50
179 0.981783577 A_2_51
