0.1806541466,0.1729699268,0.1743868244,0.2173961560,0.2138317983,0.2039876384,0.2869019179,0.3217369869,0.1992167159,0.2116314332,0.2630057374,0.3065253946,0.3454091432,0.3112010048,0.2906300308,0.2139286254,
0.1559272769,0.1585872406,0.1615229909,0.2122105678,0.2259879763,0.2337363299,0.2785957058,0.2954225397,0.2422680677,0.2697108116,0.2575242904,0.2765559990,0.2855102950,0.2830123618,0.2308568541,0.1945111160,
0.1519407400,0.1651947440,0.1664580016,0.1857848761,0.2181445051,0.2208371326,0.2714773651,0.2558386331,0.2356615184,0.2083285142,0.5083151040,0.1904740848,0.2610660757,0.2722146282,0.3449354769,0.2155443654,
0.1548835567,0.1678793483,0.1738595653,0.1980512877,0.2244824671,0.2229201179,0.2424448709,0.2177073525,0.2010009425,0.3422933564,0.2388509713,0.2058025083,0.3059633038,0.4435644900,0.3571654322,0.3382295671,
0.1927181271,0.1981047269,0.1667539758,0.1863855522,0.2420725254,0.2551278014,0.2420794077,0.2291627554,0.2166532796,0.1827806225,0.1933322433,0.2914426325,0.7164460232,0.2412091271,0.2393836828,0.2647223116,
0.1952021741,0.2208491856,0.2062039608,0.2102912224,0.2088102539,0.2480591999,0.2736020019,0.2595823149,0.2050434436,0.1820075033,0.2437349963,0.4767939183,0.5084166333,0.2852117632,0.2408241445,0.2002774869,
0.1622157556,0.2062243965,0.2544374001,0.2607841859,0.2577051174,0.2293751216,0.2820226188,0.2514777294,0.1995828138,0.1972374834,0.2448958841,0.2903472608,0.2447293051,0.3646442485,0.3198644134,0.3438176304,
0.1552355513,0.2105913875,0.2614544452,0.2683461753,0.2831292576,0.2445190858,0.2599265604,0.2525990545,0.2181643347,0.2150084091,0.2234904674,0.2655044007,0.2225966862,0.2660327162,0.2846620300,0.6133021359,
0.2151935822,0.2902159077,0.2579944206,0.2329045397,0.2693072776,0.2594846763,0.2434970563,0.2409608928,0.2058457747,0.2329117682,0.2324242327,0.2413997513,0.2424710034,0.2404795927,0.2453824721,0.3013035150,
0.3881726581,0.5331635183,0.3225586587,0.2651084136,0.2096256688,0.2618523828,0.3033313019,0.2747894968,0.2214682348,0.2072282655,0.2244392367,0.2060814244,0.1776275124,0.1961674407,0.2066167937,0.2464845409,
0.6864413911,0.5556653350,0.4532970018,0.4273959225,0.2662839034,0.3017478281,0.3251602684,0.2857824689,0.2379106578,0.2177889382,0.2074628134,0.2088029778,0.1829177216,0.1773162471,0.1709560458,0.1884335763,
1.0000000000,0.9669500992,0.5428091863,0.4719901129,0.3643893510,0.3371903547,0.3017080349,0.2712917046,0.2583232920,0.2190208008,0.2236988754,0.2245856837,0.2139707938,0.1910089738,0.1657254414,0.1641625311,
1.0000000000,1.0000000000,0.9902991001,0.9276880674,0.9452687357,0.6633177989,0.4434990631,0.4153681728,0.4649656308,0.3118291999,0.2256232046,0.2367094193,0.2243030787,0.2096319460,0.1679347054,0.1538223114,
1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9850668682,0.8404041489,0.8232498629,0.6685894265,0.4970432338,0.6492373650,0.5070281088,0.3982868070,0.2462523328,0.2200456159,0.2070481729,0.1494130014,
1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9892897687,0.9048267295,0.9861869642,0.9116896570,0.6976626597,0.6062443655,0.6119492673,0.3067816502,0.2605151801,0.1932363853,0.1625131816,
1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9986396191,0.8841531857,0.8388766039,0.5669264750,0.1839794646,0.1456427656
