0.9156536941,0.9114404989,0.9123221335,0.9191020356,0.9186724048,0.9174383462,0.9219805021,0.9251712167,0.9146628658,0.9106918956,0.8966291040,0.8910326330,0.8781099465,0.8531408753,0.8305845315,0.8338363477,
0.9124720264,0.9101045084,0.9170421450,0.9223254773,0.9281934950,0.9264195566,0.9256664222,0.9314448171,0.9273548719,0.9204888333,0.9083216097,0.8995363432,0.8902627651,0.8707291315,0.8375365469,0.8196166774,
0.9100354221,0.9086394133,0.9153099546,0.9271097924,0.9358723753,0.9375018960,0.9361568001,0.9378880025,0.9308445974,0.9273138659,0.9169291305,0.9041940204,0.8977612476,0.8890767512,0.8691987126,0.8409673251,
0.9083109761,0.9130983662,0.9098376515,0.9144991928,0.9282076184,0.9343709076,0.9367872734,0.9395068202,0.9399154046,0.9375609517,0.9225213934,0.9128484493,0.9129627705,0.9077896107,0.8902128234,0.8754076819,
0.9063889613,0.8970854979,0.9046290350,0.9186588093,0.9294880471,0.9348527354,0.9347397928,0.9387000033,0.9409833388,0.9403971472,0.9273515084,0.9255519337,0.9124883013,0.9082919318,0.8994381961,0.8905159533,
0.9094335137,0.8970453153,0.8911746083,0.9039999137,0.9268188263,0.9335925954,0.9319840395,0.9359954536,0.9385646684,0.9394665429,0.9353426314,0.9284691658,0.9096075823,0.9110179680,0.9045332556,0.8981963724,
0.9092758225,0.8989099136,0.9028059053,0.8967428418,0.9093533233,0.9277690701,0.9348552270,0.9323304392,0.9330515959,0.9404826916,0.9409380894,0.9315317308,0.9179216199,0.9134339644,0.9073184934,0.9040379215,
0.9133339869,0.9074540812,0.9196404005,0.9168180751,0.9214135661,0.9261044366,0.9317542777,0.9354559581,0.9294228819,0.9380854429,0.9405957757,0.9372715966,0.9252705930,0.9099586962,0.9054875730,0.8965065137,
0.9102626544,0.9119389677,0.9085418360,0.9288830461,0.9334159769,0.9322220376,0.9335240018,0.9287799512,0.9245140671,0.9297673774,0.9373203791,0.9344843116,0.9130720852,0.9130485156,0.9024622753,0.8979629022,
0.9438942419,0.9512595692,0.8959440264,0.8890716957,0.9226596067,0.9296690317,0.9287564724,0.9180258234,0.9112669459,0.9162008740,0.9288068469,0.9196250687,0.9153809364,0.9139840885,0.9111363286,0.9051232769,
0.9643031531,0.9542029699,0.9384179174,0.8873557118,0.8872558552,0.9191659797,0.9203397862,0.9166008118,0.9147083091,0.9091761663,0.9109892315,0.9114370354,0.9035810220,0.9028267601,0.9025048850,0.9118816828,
0.9826523735,0.9791077568,0.9497993281,0.9357177681,0.9246907674,0.9124476460,0.9135884871,0.9192186820,0.9157303510,0.9147114344,0.9197453752,0.9118363806,0.8951961466,0.8944100146,0.8921028359,0.8959479757,
0.9819238434,0.9804976801,0.9852371900,0.9846951128,0.9872944666,0.9693946078,0.9516771211,0.9480721702,0.9336062353,0.9275988202,0.9234827224,0.9258238776,0.9047217975,0.8980612686,0.8920028261,0.8823474387,
0.9828866074,0.9811721395,0.9835169639,0.9875043041,0.9893305256,0.9850727643,0.9843980497,0.9757009244,0.9656475753,0.9568806530,0.9494653705,0.9385065732,0.9255410874,0.9254451188,0.9082391186,0.8887837670,
0.9818518690,0.9802222511,0.9821812817,0.9845551532,0.9849208990,0.9854614639,0.9853371072,0.9908067484,0.9911322289,0.9821946393,0.9746377205,0.9495256425,0.9314895174,0.9288903483,0.9147328912,0.9024958615,
0.9819338109,0.9800559711,0.9797045308,0.9816273228,0.9828233380,0.9821312294,0.9835304489,0.9838166208,0.9996312196,1.0000000000,0.9980417920,0.9814897787,0.9442099376,0.9147768530,0.9098562699,0.9053870556
