1.7459599930,1.8981211698,1.9915454068,2.0889040116,2.0049583049,2.0937238463,2.0807658084,2.0303623912,2.0553513518,2.0438345316,2.0194389731,1.9533142275,1.6938296715,1.6592055659,1.4585036576,1.6635622534,1.7807436124,1.8218979682,1.8846720382,1.8329607854,1.8681926333,1.9020568681,1.9183497385,1.8928493063,1.7536819814,1.8331261470,1.7981748595,1.8395335632,1.5897329745,1.9187446022,1.9909370778,1.9881030967,
1.7501122280,1.7946121767,1.9101896290,1.8609516916,1.9075812358,2.0590122197,2.0264502617,2.0728604858,2.0323456855,2.0487552192,2.0127464093,1.9516285137,1.7083752985,1.6548540421,1.5844688541,1.6591441115,1.7990671635,1.8015405172,1.8878863486,1.8440300230,1.8875182353,1.8051867641,1.7310518900,1.7492549524,1.7503353568,1.8719956847,1.8813224223,1.8819045248,1.9990880968,1.9994577556,1.9905124178,1.9250978029,
1.7575449581,1.8103154876,1.8854414527,1.9015341453,1.9128165719,1.9159557716,2.0647859538,2.0817213156,2.0230544461,2.0306915944,2.0267768193,1.8061832931,1.7444245003,1.6026847386,1.6448596987,1.6213157144,1.7922200756,1.8169549781,1.5606452997,1.8746235336,1.8933696647,1.8414206349,1.6853122437,1.8574657107,1.8963712642,1.8396306758,1.9739241809,1.9611878279,1.9524470109,1.9920633857,1.9947197538,1.9806644581,
1.9071374920,2.0942101639,2.0097386746,2.0705591248,1.8205680230,1.7565694850,1.9809369428,2.0998272288,2.0159622621,1.9739474441,2.0260387714,1.8411982795,1.8336762311,1.6197578997,1.5967318698,1.5199192079,1.6023765620,1.7638234201,1.9018321475,1.9196711180,1.9456481389,1.7460313952,1.9294105455,1.9246721539,1.9222449418,1.9031879395,1.7728961580,1.8580866501,1.8889588309,1.9702073166,1.9939759954,1.9944814456,
1.7557358711,2.1131195508,1.8452710400,2.0623206756,1.7725705998,1.7187986599,1.8727769343,2.0037159889,2.0630392555,1.9383653087,1.9836639424,1.9170583836,1.8144593085,1.6191504909,1.6135674153,1.5797253706,1.5818049104,1.7729131678,1.8461672861,1.8984822316,1.9074385126,1.7803483924,1.9616448926,1.9761030821,1.9576973088,1.9397315911,1.9882878814,1.8863721722,1.8127499535,1.8190105297,1.9602161067,1.9910608627,
1.5499285352,1.9264614960,2.0070890529,1.6611301700,1.6567573860,1.6957906904,1.8839209505,1.9245016388,1.9821143969,1.9744804149,1.9625816232,1.9484097211,1.8365625463,1.7128276073,1.5923903328,1.6776147724,1.6768556587,1.7940731956,1.8134927357,1.8592538216,1.9519413336,1.9408248517,2.0043285312,2.0247671210,1.9252134692,1.8434789477,1.9238726939,1.9356115361,1.8261467069,1.7379791086,1.9312798377,1.9801205904,
1.4742987227,1.5488029594,1.8554338278,1.6553959827,1.5728670835,1.6875321262,1.9105947545,1.8540071087,1.8424017471,1.9225426938,1.9532506887,2.0503106831,1.8620300196,1.7865544150,1.6831152281,1.6404265196,1.7385394018,1.6698137800,1.7443068476,1.6399066957,1.7409612719,1.9477729828,1.9351194814,1.8813325356,1.8284195979,1.8772074268,1.6271589434,1.7833439672,1.8800942985,1.8250494639,1.7167789959,1.8891260046,
1.6009705846,1.7650195144,1.6736743047,1.6750290877,1.5683493887,1.7141627849,1.8616080454,1.9977920872,1.8740853877,1.8844152341,1.9005251243,2.0043435465,1.7672781673,1.7905247634,1.7287505717,1.6558384930,1.6832993506,1.7460886289,1.7474716747,1.4798111798,1.8977179451,1.9233670467,1.9536428267,1.9166468993,1.9380574039,1.6359680819,1.4705337814,1.8841463232,1.7435239769,1.7930611219,1.8104839873,1.7981133043,
1.4530896379,1.6607769287,1.7787229033,1.6014630044,1.5470916743,1.8653369569,1.7950247509,1.9946180123,1.9999313591,1.9223151368,1.9851117790,2.0388291109,1.9203334986,1.7519546833,1.6502862203,1.6204598246,1.7734375260,1.7295593093,1.7373132557,1.9132935686,1.9120586869,1.9342821192,1.9634403427,1.9512539006,1.8683563313,1.6328052327,1.9500290062,1.9377222684,1.9573296104,1.9567245507,1.8689487297,1.9363826975,
1.3473840479,1.3994044874,1.6088598115,1.7174775393,1.6711813368,1.6356195310,1.6070357724,1.7743918742,1.9851092275,1.9279192682,1.9850577384,2.0289561729,1.8255680846,1.6459316810,1.6034242405,1.6047733656,1.6513338830,1.6558952490,1.8336410753,1.8824393023,1.7988626136,1.8687216273,1.9172470728,1.9335376628,1.9178141662,1.9331852918,1.9514639207,1.9121731912,1.9110401594,1.9430408328,1.9293599517,1.8199391136,
1.3179034639,1.3164713855,1.4084665566,1.4166662531,1.6958873626,1.8025381727,1.8226814266,1.5288919993,1.4357313664,1.6377173728,1.7877173208,1.8490125149,1.5947556254,1.4570033850,1.4971117398,1.6231048466,1.6716442255,1.6822473685,1.7929970394,1.8644639115,1.8468178773,1.8511124559,1.7823430859,1.9175770088,1.9246227161,1.7001679678,1.7805310366,1.9726641536,1.9769112513,1.9273937838,1.9216997586,1.9723513737,
1.2298663583,1.3482066253,1.5163814487,1.7244605917,1.8429022141,1.8171371892,1.8505524642,1.9318782733,1.5640083011,1.4683712497,1.7549979886,1.6937627048,1.7254004994,1.6281191327,1.6973348266,1.5927498674,1.6369854526,1.7141939388,1.7941199820,1.9337406316,1.8580560434,1.9287639831,1.9441628359,1.9056254715,1.9279601873,1.9387464747,1.7801244341,1.8502880273,1.8492347911,1.8723644415,1.9496061518,1.9704155917,
1.2653955326,1.3213445100,1.5412130312,1.6706255690,1.7884691254,1.8756442503,1.9016123714,1.8339707549,1.9861322411,1.6890486149,1.5053931560,1.7177582419,1.6358416069,1.7617764661,1.9785573597,1.8743136846,1.7908934732,1.5997712056,1.6508496217,1.7987473327,1.8233045172,1.8799894202,1.7453351637,1.7893186354,1.8793661918,1.9756508405,1.9507982950,1.6033886354,1.8612696664,1.7538405801,1.8448593442,1.9286982115,
1.2620118779,1.2285793586,1.3619735025,1.5877563253,1.6190891524,1.6826355555,1.8239446857,1.8270581270,1.8598276947,1.7938416611,1.7007141644,1.6102504674,1.6426226283,1.9408396175,1.9837250515,1.9236627430,1.6008846941,1.5713492675,1.5166964986,1.6726360244,1.8245542554,1.7862151442,1.8869561113,1.9400718668,1.8971649246,1.9526485294,2.0021745804,1.8015364786,1.9167070807,1.9642436204,1.7544560250,1.9576593587,
1.2961738011,1.2813251028,1.3431425349,1.4311883592,1.3979544834,1.3748950575,1.5338692503,1.7817753885,1.8903534686,1.8077092951,1.9310479495,1.7071683983,1.6103648144,1.9719093385,1.8296114448,1.9561471892,1.6499978990,1.6833377800,1.4439457301,1.6601910366,1.8396156077,1.8459685933,1.8962949089,1.8732132411,1.9076283096,1.9235390763,1.9992380018,2.0453254256,1.8988832474,1.9720731892,1.9751516989,1.9535753710,
1.2892251368,1.3482614439,1.4365008664,1.2774468396,1.3892883722,1.2618607674,1.4996955552,1.5775422965,1.8499525640,1.9191237243,1.7869994233,1.9368246450,1.7297174592,1.6605891308,1.8349534275,1.9196811011,1.8219518059,1.6210323843,1.4954581710,1.7445262728,1.7189964728,1.8260231876,1.8233233792,1.8326779986,1.8754218342,1.9208928568,1.9245040941,1.9836670467,1.8799333777,1.9424470403,1.8985218405,1.8646713922,
1.2133199048,1.4650481220,1.5112434473,1.3379722819,1.1851526007,1.1984938686,1.2691850298,1.3905936148,1.5229340829,1.7965676634,1.8031896962,1.7058655558,1.8893099115,1.8286956620,1.7193157156,1.8774722157,1.8385810701,1.6844363893,1.4802397560,1.7479707828,1.9000725290,1.7772484451,1.9124322221,1.8939778854,1.8643445704,1.8558370954,1.8129158867,1.9057421067,1.9131526475,1.9724544152,1.7999272153,1.7387807319,
1.1538264593,1.1617470873,1.2446967897,1.1687717171,1.3324629498,1.3164835262,1.2017003363,1.3217488898,1.4452151023,1.6183568363,1.7630239953,1.5000399337,1.7964368741,1.8678014780,1.8677529695,1.7539113526,1.7923580347,1.6703062718,1.6330414424,1.6669784164,1.8275377257,1.8629905145,1.8915129515,1.8641313139,1.9033196617,1.8478523435,1.8448461514,1.9218374314,1.9917196239,1.9747484679,1.9725872921,1.9753485856,
1.1411665116,1.1419896026,1.1516988858,1.1755807140,1.4261502407,1.5206271164,1.5546635080,1.2841722411,1.4803075888,1.6680852281,1.6936019260,1.7495488609,1.6602422793,1.7732996576,1.8609357929,1.7883667054,1.9759964317,1.9213533002,1.6765844362,1.6205233913,1.6912112017,1.7934586621,1.8751917158,1.9019802869,1.9088422270,1.9099299490,1.9217301274,1.9779329774,1.9375237666,1.9710819432,1.9335462515,1.8685093118,
1.1329687806,1.1130850964,1.1144625791,1.1065142431,1.2651211074,1.6661838282,1.8977794074,1.2828222269,1.5376364885,1.7809504263,1.8518346163,1.7744215277,1.6632326024,1.7911865396,1.9464007010,1.8758504719,1.8366207402,1.9261186957,1.9594353136,1.9187928399,1.7044381534,1.8727706202,1.9278541527,1.9208382884,1.8998719488,1.9033011415,1.9828187279,1.9457980895,1.8829247298,1.9284837920,1.9998567092,1.9131768535,
1.1189938520,1.1219823996,1.1190148320,1.1306016643,1.1081053374,1.2874080585,1.6513698224,1.6820686250,1.5486845397,1.8067818751,1.7519756165,1.7730164577,1.7518247974,1.8183953793,1.8610291268,1.9781280063,1.9876184523,1.9815340051,1.9500719473,1.9350103022,1.9236113226,1.7803374406,1.9183468576,1.9149151017,1.9091504412,1.8974604122,1.9428187763,1.9731163540,1.9571161071,1.9518504221,1.9950271592,1.9914370779,
1.0832870677,1.0861683736,1.0904195169,1.1235854154,1.1475170403,1.1283609017,1.3657559406,1.8282135780,1.7131716978,1.7086527774,1.7270929474,1.7946996135,1.8522965947,1.8337574228,1.9407129884,1.9598882131,1.9679543583,1.9984292320,1.9661694602,1.9563934999,1.7833378521,1.7731533884,1.8991308119,1.9163575943,1.9166656366,1.9233354395,1.9337508016,1.9356831533,1.9368770415,1.9282922958,2.0017253410,2.0008599328,
1.0832870677,1.0832870677,1.0832870677,1.0920393103,1.1248967739,1.1306499023,1.1400550395,1.4520225499,1.5138455200,1.5311540008,1.7324184877,1.8547827340,1.9137168069,1.8740974718,1.7379274675,1.8851630887,1.9087850871,1.9771527172,1.9762937891,1.9617136777,1.9541751002,1.8848923698,1.8690148248,1.9117468553,1.9048917189,1.9207614793,1.9471660945,1.9510013206,1.9536600374,1.9658838594,2.0051327614,1.9987102053,
1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0880368306,1.1174815357,1.1154063195,1.1153424543,1.1334963649,1.1503508602,1.4188855564,1.6965530137,1.6872102022,1.6971366936,1.7777952824,1.6644050136,1.7905120986,1.9250371408,1.9393841961,1.9219268209,1.9630979464,1.9497308107,1.9422930835,1.9250064299,1.9178502768,1.9330080904,1.9284834126,1.9204112722,1.9174875462,1.9585078120,1.9880326962,1.9957751949,
1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0859986737,1.1051907093,1.0839643336,1.0872435420,1.0952005526,1.1180236178,1.1479907623,1.5329879262,1.7178266453,1.5501120587,1.7059311943,1.9399825975,1.8483151422,1.8954148324,1.7576604451,1.9549846094,1.9682338108,1.9322708985,1.9277979443,1.9051515487,1.9186930334,1.8825683344,1.8619739620,1.8285205254,1.8240562275,1.9367780905,1.9930122246,
1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0839643335,1.1063189202,1.1653316475,1.1527920521,1.1877031468,1.3848942467,1.6021129262,1.7903925095,1.8901062047,1.8248215075,1.9376601185,1.9240259544,1.8875963748,1.7947054797,1.8866231374,1.9043671652,1.9045766371,1.8658350571,1.7520539916,1.7524152600,1.8791207461,1.9888845182,
1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0839643337,1.0834563445,1.0832870677,1.0832870677,1.0848115117,1.0921046601,1.1520212882,1.2106057231,1.3659327321,1.7502511569,1.8826456987,1.9455887118,1.8963157949,1.8050368357,1.7627711965,1.8247039707,1.8505171687,1.6948804669,1.7921839518,1.7454326254,1.7520016911,1.7413234982,1.9813315604,
1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0832870677,1.0865078546,1.0986680063,1.1110941056,1.1130555310,1.1031228386,1.0990322934,1.1342291316,1.1500937787,1.1681562547,1.1986870486,1.1924708625,1.4544024947,1.8207416457,2.0060951916,1.9351714718,1.9074903454,1.7833742881,1.7333232164,1.7217234971,1.7029390055,1.7232487988,1.6614172217,1.8167634376,
